time,sur_air_temp,relative_humidity,H2O_vapor_mass_ratio,H2O_vapor_mass_ratio_surf,mean_precipitation_rate,surf_temp,albedo_500,cloud_temp
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-09,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-10,-9999.0,-9999.0,-9999.0,-9999.0,13.8549995,-9999.0,-1.267651e+30,-35.4312515
2024-11-11,-9999.0,-9999.0,-9999.0,-9999.0,5.98999977,-9999.0,-1.267651e+30,-9999.0
2024-11-12,-9999.0,-9999.0,-9999.0,-9999.0,0.0,9.66250038,-1.267651e+30,-6.8375001
2024-11-13,8.28750038,70.5,4.734375,4.8515625,0.0,9.72500038,0.900300026,-10.5249996
2024-11-14,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-11-15,10.1625004,81.5,6.359375,6.0078125,0.0,10.0375004,-1.267651e+30,-25.0562496
2024-11-16,10.4750004,81.0,6.30078125,5.8125,0.0,10.6000004,0.878199995,-9999.0
2024-11-17,14.2875004,-9999.0,-9999.0,6.78125,0.0,14.4750004,-1.267651e+30,-44.1812515
2024-11-18,9.97500038,86.0,6.6015625,5.9140625,3.19499969,11.9750004,0.911199987,-16.6499996
2024-11-19,8.10000038,-9999.0,-9999.0,6.390625,0.0,10.6625004,-1.267651e+30,2.3499999
2024-11-20,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-0.0250000004
2024-11-21,-9999.0,-9999.0,-9999.0,-9999.0,17.9650021,-9999.0,-1.267651e+30,-17.1499996
2024-11-22,-9999.0,-9999.0,-9999.0,-9999.0,31.9699974,8.10000038,-1.267651e+30,-18.3687496
2024-11-23,3.4749999,-9999.0,-9999.0,5.03515625,0.0,3.0999999,-1.267651e+30,-8.08749962
2024-11-24,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-15.9624996
2024-11-25,8.22500038,81.5,5.85546875,5.5546875,0.0,8.22500038,0.894800007,-18.5562496
2024-11-26,6.9749999,-9999.0,-9999.0,4.7578125,14.5599995,5.8499999,-1.267651e+30,-13.8374996
2024-11-27,5.0999999,63.25,3.52929688,3.63867188,0.164999992,6.5999999,-1.267651e+30,-23.2437496
2024-11-28,0.0375000015,-9999.0,-9999.0,-9999.0,5.875,-4.5250001,-1.267651e+30,-14.5249996
2024-11-29,4.0374999,-9999.0,-9999.0,3.81054688,0.0,2.5999999,-1.267651e+30,-31.8062496
2024-11-30,-2.0250001,89.5,2.99804688,2.60546875,1.25499988,-2.5875001,-1.267651e+30,-35.0875015
2024-12-01,0.100000001,-9999.0,-9999.0,1.66308594,0.0,0.412499994,-1.267651e+30,-31.0874996
2024-12-02,-0.400000006,71.5,2.55664062,2.75390625,0.0,3.7249999,-1.267651e+30,-15.2749996
2024-12-03,-2.0250001,71.5,1.73242188,1.90820312,0.375,-4.2125001,-1.267651e+30,-19.7437496
2024-12-04,-9999.0,-9999.0,-9999.0,-9999.0,0.00499999989,-14.5874996,-1.267651e+30,-25.9937496
2024-12-05,0.600000024,-9999.0,-9999.0,3.109375,1.91999996,2.0999999,-1.267651e+30,-15.0249996
2024-12-06,-4.4625001,-9999.0,-9999.0,1.90527344,0.75999999,-3.4000001,-1.267651e+30,-27.1499996
2024-12-07,-9999.0,-9999.0,-9999.0,-9999.0,0.569999993,-9999.0,-1.267651e+30,-27.8999996
2024-12-08,2.3499999,-9999.0,-9999.0,5.51953125,3.55999994,0.412499994,-1.267651e+30,-9.02499962
2024-12-09,-9999.0,-9999.0,-9999.0,-9999.0,17.0749989,-9999.0,-1.267651e+30,-41.2125015
2024-12-10,5.4124999,94.0,5.94921875,6.01171875,1.30999994,-3.1500001,-1.267651e+30,-17.8062496
2024-12-11,-9999.0,-9999.0,-9999.0,-9999.0,44.375,-9999.0,-1.267651e+30,-52.6500015
2024-12-12,-3.7125001,48.25,1.46777344,1.48925781,1.0,-3.1500001,-1.267651e+30,-23.0249996
2024-12-13,-3.9000001,69.5,1.85351562,1.80664062,0.0,-1.02499998,-1.267651e+30,-23.1187496
2024-12-14,1.60000002,67.5,2.44335938,2.63867188,0.0,-0.899999976,-1.267651e+30,-9.58749962
2024-12-15,-9999.0,-9999.0,-9999.0,-9999.0,2.42999983,0.662500024,-1.267651e+30,-35.5562515
2024-12-16,-9999.0,-9999.0,-9999.0,-9999.0,2.74999976,1.53750002,-1.267651e+30,-50.9312515
2024-12-17,-9999.0,-9999.0,-9999.0,-9999.0,7.53999996,-9999.0,-1.267651e+30,-8.08749962
2024-12-18,-9999.0,-9999.0,-9999.0,-9999.0,8.31999969,-9999.0,-1.267651e+30,-49.3062515
2024-12-19,-1.33749998,-9999.0,-9999.0,2.625,1.23500001,2.9749999,-1.267651e+30,-22.7124996
2024-12-20,-1.64999998,-9999.0,-9999.0,-9999.0,0.105000004,-9.21249962,-1.267651e+30,-33.7437515
2024-12-21,-9999.0,-9999.0,-9999.0,-9999.0,0.0299999993,-9999.0,-1.267651e+30,-27.3062496
2024-12-22,-5.7750001,101.5,2.33789062,2.20507812,0.0,-12.3999996,-1.267651e+30,-17.1812496
2024-12-23,-1.89999998,-9999.0,-9999.0,-9999.0,2.74000001,-9.89999962,-1.267651e+30,-26.7749996
2024-12-24,-9999.0,-9999.0,-9999.0,-9999.0,6.85499954,-9999.0,-1.267651e+30,-7.9625001
2024-12-25,-2.4000001,93.5,2.37890625,2.43164062,0.0,-4.0875001,-1.267651e+30,-20.8687496
2024-12-26,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-1.267651e+30,-9999.0
2024-12-27,6.5999999,96.5,5.859375,5.93359375,0.529999971,5.0999999,-1.267651e+30,-48.0250015
2024-12-28,9.22500038,-9999.0,-9999.0,5.69921875,7.41499996,6.2249999,-1.267651e+30,-32.9000015
2024-12-29,-9999.0,-9999.0,-9999.0,-9999.0,5.05999994,11.8500004,-1.267651e+30,-37.7437515
2024-12-30,-0.837499976,-9999.0,-9999.0,3.16796875,5.76499987,-5.7750001,-1.267651e+30,-20.3999996
2024-12-31,-9999.0,-9999.0,-9999.0,-9999.0,0.344999999,-9999.0,-1.267651e+30,-9999.0
2025-01-01,2.2874999,-9999.0,-9999.0,4.07421875,28.3949966,-13.2124996,-1.267651e+30,-28.8374996
